question_type	question_text	required	page_number	option_text	option_values
radio	请选择以下两个陈述中哪个更符合您的情况。	1	4	即使我无法像以前那样做得好，我仍然追求所有目标, 如果我无法像以前那样做得好，我只专注于核心事务	0,1
radio	请选择以下两个陈述中哪个更符合您的情况。	1	4	当我无法像以前那样继续下去时，我会（像平常一样）将注意力投向所有目标, 当我无法像以前那样继续下去时，我会将注意力集中在最重要的目标上	0,1
radio	请选择以下两个陈述中哪个更符合您的情况。	1	4	当某件事对我来说变得越来越困难时，我会接受它, 当某件事对我来说变得越来越困难时，我会考虑在这种情况下能实现哪些目标	0,1
radio	请选择以下两个陈述中哪个更符合您的情况。	1	4	当情况不太好时，我就让它去吧, 当情况不太好时，我会首先追求最重要的目标	0,1
radio	请选择以下两个陈述中哪个更符合您的情况。	1	4	当某件事需要越来越多的努力时，我不会为此担心, 当某件事需要越来越多的努力时，我会思考我真正想要什么	0,1
radio	请选择以下两个陈述中哪个更符合您的情况。	1	4	当情况不像以前那么好时，我会等待更好的时候, 当情况不像以前那么好时，我会放弃一些目标以专注于更重要的目标	0,1
radio	请选择以下两个陈述中哪个更符合您的情况。	1	4	"当我无法再实现某些事情时，我会将努力投入到仍然可能的事情上,
当我无法再实现某些事情时，我相信情况会自动好转"	1,0
radio	请选择以下两个陈述中哪个更符合您的情况。	1	4	"当情况不像以前那么好时，我会思考什么对我真正重要,
当情况不像以前那么好时，我就让它去吧"	1,0
radio	请选择以下两个陈述中哪个更符合您的情况。	1	4	"当我无法再用平常的方式做某件事时，我会思考在这种情况下我能做什么,
当我无法再用平常的方式做某件事时，我不会想太多"	1,0
radio	请选择以下两个陈述中哪个更符合您的情况。	1	5	当我无法立即成功做我想做的事时，我不会花太多时间尝试其他可能性, 我会继续致力于我计划的事情直到成功	0,1
radio	请选择以下两个陈述中哪个更符合您的情况。	1	5	我更喜欢等一段时间，看看事情是否会自动解决, 我会尽一切努力实现既定目标	0,1
radio	请选择以下两个陈述中哪个更符合您的情况。	1	5	"如果某件事对我很重要，我会全身心地投入其中,
即使某件事对我很重要，我仍然很难全身心地投入其中"	1,0
radio	请选择以下两个陈述中哪个更符合您的情况。	1	5	当我无法立即在某个目标上成功时，我不会坚持太久, 我会一直尝试直到在某个目标上成功	0,1
radio	请选择以下两个陈述中哪个更符合您的情况。	1	5	我会先等一段时间，看看我的计划是否不会自己实现, 我会尽一切可能实现我的计划	0,1
radio	请选择以下两个陈述中哪个更符合您的情况。	1	5	"当我选择一个目标时，我也愿意为此投入很多努力,
我通常选择不需要太多努力就能实现的目标"	1,0
radio	请选择以下两个陈述中哪个更符合您的情况。	1	5	"当我想要实现某些事情时，我可以等待合适的时机,
当我想要实现某些事情时，我会把握第一个出现的机会"	1,0
radio	请选择以下两个陈述中哪个更符合您的情况。	1	5	当我开始做某件对我很重要但成功机会很小的事情时，我通常会停止尝试, 当我已经开始做某件对我很重要但成功机会很小的事情时，我会特别努力	0,1
radio	请选择以下两个陈述中哪个更符合您的情况。	1	5	"当我想要取得进步时，我会以一个成功的人为模型,
当我想要取得进步时，只有我自己知道最好的方法"	1,0
radio	请选择以下两个陈述中哪个更符合您的情况。	1	5	"我会仔细思考如何才能最好地实现我的计划,
我不会花太多时间思考如何实现我的计划，我只是尝试去做"	1,0
radio	请选择以下两个陈述中哪个更符合您的情况。	1	5	"当某件事对我很重要时，我不会让挫折打击我,
挫折表明我应该转向其他事情"	1,0
radio	请选择以下两个陈述中哪个更符合您的情况。	1	5	"我会思考什么时候才能最好地实现我的计划,
在实现我的计划方面，我会立即开始"	1,0
radio	请选择以下两个陈述中哪个更符合您的情况。	1	6	当情况不像以前那么好时，我会接受它, 当情况不像以前那么好时，我会不断尝试其他方法直到能实现以前那样的结果	0,1
radio	请选择以下两个陈述中哪个更符合您的情况。	1	6	当我生活中的某些事情不像以前那样顺利时，我会自己决定怎么做，不涉及其他人, 当我生活中的某些事情不像以前那样顺利时，我会向其他人寻求帮助或建议	0,1
radio	请选择以下两个陈述中哪个更符合您的情况。	1	6	"当我很难获得同样的结果时，我会继续更加努力直到能像以前一样做得好,
当我很难获得像以前那样的结果时，是时候放下这种期望了"	1,0
radio	请选择以下两个陈述中哪个更符合您的情况。	1	6	即使某件事对我很重要，也可能发生我没有投入必要的时间或精力的情况, 对于重要的事情，我会注意是否需要投入更多的时间或精力	0,1
radio	请选择以下两个陈述中哪个更符合您的情况。	1	6	"在特别困难的生活情况中，我会试图从医生、顾问或其他专家那里得到帮助,
在特别困难的生活情况中，我会试图靠自己解决"	1,0
radio	请选择以下两个陈述中哪个更符合您的情况。	1	6	"当事情进展不顺利时，我会接受其他人的帮助,
即使在困难的情况下，我也不会给其他人造成负担"	1,0
radio	请选择以下两个陈述中哪个更符合您的情况。	1	6	当事情不像以前那样顺利时，我会接受现状, 当事情不像以前那样顺利时，我会寻找其他方法来实现它们	0,1
radio	请选择以下两个陈述中哪个更符合您的情况。	1	6	"当我无法像以前那样好地做某件事时，我会找出其他方法和手段来实现它,
当我无法像以前那样好地做某件事时，我会接受它"	1,0
radio	请选择以下两个陈述中哪个更符合您的情况。	1	6	当我无法像以前那样好地做某件事时，我会接受这种变化, 当我无法像以前那样好地做某件事时，我会请其他人为我做	0,1
radio	请选择以下两个陈述中哪个更符合您的情况。	1	6	"当我害怕失去我已经获得的东西时，我会在其上投入更多的时间和精力,
仅仅为了防止失去我已经获得的东西，我不愿意投入更多的时间和精力"	1,0
radio	请选择以下两个陈述中哪个更符合您的情况。	1	6	当某件事不像平常那样顺利时，我不会花太多时间思考它, 当某件事不像平常那样顺利时，我会看看其他人是怎么做的	0,1
radio	请选择以下两个陈述中哪个更符合您的情况。	1	6	当某件事不像以前那样顺利时，我知道什么对我最好, 当某件事不像以前那样顺利时，我也会听取建议广播和书籍	0,1
instruction	恭喜您完成了这项调查！请点击<strong>完成</strong>继续。	0	7		
