question_type	question_text	required	page_number	option_text	option_values
radio	只有那些依靠自己的人才能在生活中获得成功。	1	8	非常同意: 1,同意: 2,既不同意也不反对: 3,不同意: 4,非常不同意: 5	1,2,3,4,5
radio	浪费时间和浪费金钱一样糟糕。	1	8	非常同意: 1,同意: 2,既不同意也不反对: 3,不同意: 4,非常不同意: 5	1,2,3,4,5
radio	有时候偷窃是合理的。	1	8	非常同意: 1,同意: 2,既不同意也不反对: 3,不同意: 4,非常不同意: 5	5,4,3,2,1
radio	人们应该有更多的闲暇时间来放松。	1	8	非常同意: 1,同意: 2,既不同意也不反对: 3,不同意: 4,非常不同意: 5	5,4,3,2,1
radio	通过不依赖他人来控制自己的命运是很重要的。	1	8	非常同意: 1,同意: 2,既不同意也不反对: 3,不同意: 4,非常不同意: 5	1,2,3,4,5
radio	只要足够努力工作，一个人就可以实现自己的目标。	1	9	非常同意: 1,同意: 2,既不同意也不反对: 3,不同意: 4,非常不同意: 5	1,2,3,4,5
radio	人们在与他人打交道时应该公平。	1	9	非常同意: 1,同意: 2,既不同意也不反对: 3,不同意: 4,非常不同意: 5	1,2,3,4,5
radio	获得任何有价值东西的唯一方法就是为它储蓄。	1	9	非常同意: 1,同意: 2,既不同意也不反对: 3,不同意: 4,非常不同意: 5	1,2,3,4,5
radio	闲暇时间活动比工作更有趣。	1	9	非常同意: 1,同意: 2,既不同意也不反对: 3,不同意: 4,非常不同意: 5	5,4,3,2,1
radio	辛苦一天的工作提供一种成就感。	1	9	非常同意: 1,同意: 2,既不同意也不反对: 3,不同意: 4,非常不同意: 5	1,2,3,4,5
radio	对辛苦工作的厌恶通常反映了性格的弱点。	1	9	非常同意: 1,同意: 2,既不同意也不反对: 3,不同意: 4,非常不同意: 5	1,2,3,4,5
instruction	恭喜您完成此调查！点击<strong>完成</strong>继续。	0	10		
