question_type	question_text	required	page_number	option_text	option_values
radio	我是一个<strong>重视艺术、美学体验</strong>的人	1	7	非常不同意: 1,有点不同意: 2,既不同意也不反对: 3,有点同意: 4,非常同意: 5	1,2,3,4,5
radio	我是一个<strong>有时会害羞、拘谨</strong>的人	1	7	非常不同意: 1,有点不同意: 2,既不同意也不反对: 3,有点同意: 4,非常同意: 5	5,4,3,2,1
radio	我是一个<strong>对几乎所有人都体贴和善</strong>的人	1	7	非常不同意: 1,有点不同意: 2,既不同意也不反对: 3,有点同意: 4,非常同意: 5	1,2,3,4,5
radio	我是一个<strong>做事高效</strong>的人	1	7	非常不同意: 1,有点不同意: 2,既不同意也不反对: 3,有点同意: 4,非常同意: 5	1,2,3,4,5
radio	我是一个<strong>在紧张情况下保持冷静</strong>的人	1	7	非常不同意: 1,有点不同意: 2,既不同意也不反对: 3,有点同意: 4,非常同意: 5	5,4,3,2,1
radio	我是一个<strong>喜欢常规性工作</strong>的人	1	7	非常不同意: 1,有点不同意: 2,既不同意也不反对: 3,有点同意: 4,非常同意: 5	5,4,3,2,1
radio	我是一个<strong>外向、善于交际</strong>的人	1	7	非常不同意: 1,有点不同意: 2,既不同意也不反对: 3,有点同意: 4,非常同意: 5	1,2,3,4,5
radio	我是一个<strong>有时会对他人粗鲁</strong>的人	1	8	非常不同意: 1,有点不同意: 2,既不同意也不反对: 3,有点同意: 4,非常同意: 5	5,4,3,2,1
radio	我是一个<strong>制定计划并坚持执行</strong>的人	1	8	非常不同意: 1,有点不同意: 2,既不同意也不反对: 3,有点同意: 4,非常同意: 5	1,2,3,4,5
radio	我是一个<strong>容易紧张</strong>的人	1	8	非常不同意: 1,有点不同意: 2,既不同意也不反对: 3,有点同意: 4,非常同意: 5	1,2,3,4,5
radio	我是一个<strong>喜欢反思、感兴趣于理念思辭</strong>的人	1	8	非常不同意: 1,有点不同意: 2,既不同意也不反对: 3,有点同意: 4,非常同意: 5	1,2,3,4,5
radio	我是一个<strong>对艺术兴趣很少</strong>的人	1	8	非常不同意: 1,有点不同意: 2,既不同意也不反对: 3,有点同意: 4,非常同意: 5	5,4,3,2,1
radio	我是一个<strong>喜欢与他人合作</strong>的人	1	8	非常不同意: 1,有点不同意: 2,既不同意也不反对: 3,有点同意: 4,非常同意: 5	1,2,3,4,5
radio	我是一个<strong>容易分心</strong>的人	1	8	非常不同意: 1,有点不同意: 2,既不同意也不反对: 3,有点同意: 4,非常同意: 5	5,4,3,2,1
radio	我是一个<strong>在艺术、音乐或文学方面很有造诣</strong>的人	1	8	非常不同意: 1,有点不同意: 2,既不同意也不反对: 3,有点同意: 4,非常同意: 5	1,2,3,4,5
instruction	恭喜您完成了本次调查！点击<strong>完成</strong>继续。	0	9		
