question_type	question_text	required	page_number	option_text	option_values
radio	我会喜欢跳伞。	1	4	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	我会完成我开始的事情。	1	4	非常同意,有些同意,有些不同意,非常不同意	1,2,3,4
radio	我倾向于重视并遵循理性、“明智”的做事方法。	1	4	非常同意,有些同意,有些不同意,非常不同意	1,2,3,4
radio	当我心烦意乱时，我经常不经思考就行动。	1	4	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	其他人会说当我对某事非常开心时，我会做出糟糕的选择。	1	4	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	我欢迎新颖刺激的体验和感受，即使它们有些令人恐惧和不寄常。	1	5	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	我能够掌握自己的节奏，以便按时完成事情。	1	5	非常同意,有些同意,有些不同意,非常不同意	1,2,3,4
radio	我通常通过仔细推理来做决定。	1	5	非常同意,有些同意,有些不同意,非常不同意	1,2,3,4
radio	当我感到被拒绝时，我经常会说一些后来后悔的话。	1	5	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	当我非常兴奋时，其他人会对我做的事情感到震惊或担心。	1	5	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	我想学会驾驶飞机。	1	5	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	我是一个总是能完成工作的人。	1	5	非常同意,有些同意,有些不同意,非常不同意	1,2,3,4
radio	我是一个谨慎的人。	1	5	非常同意,有些同意,有些不同意,非常不同意	1,2,3,4
radio	我很难抵制按照自己的感觉行动。	1	5	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	当我对某事真的很开心时，我倾向于做一些可能带来不良后果的事情。	1	5	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	我有时喜欢做一些有点令人恐惧的事情。	1	5	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	我几乎总是完成我开始的项目。	1	5	非常同意,有些同意,有些不同意,非常不同意	1,2,3,4
radio	在进入新环境之前，我喜欢了解从中可以期待什么。	1	5	非常同意,有些同意,有些不同意,非常不同意	1,2,3,4
radio	我经常把事情搞得更糟，因为当我心烦意乱时不经思考就行动。	1	5	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	当我狂欢时，我觉得自己无法阻止过度行为。	1	5	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	我会享受在高山斜坡上很快滑雪的感觉。	1	6	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	有时有太多小事要做，我就全部忽略了。	1	6	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	我通常在做任何事情之前都会仔细思考。	1	6	非常同意,有些同意,有些不同意,非常不同意	1,2,3,4
radio	当我真的兴奋时，我倾向于不去想行动的后果。	1	6	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	在激烈争论中，我经常会说一些后来后悔的话。	1	6	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	我想去潜水。	1	6	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	当我真的兴奋时，我倾向于不经思考就行动。	1	6	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	我总是能控制自己的情绪。	1	6	非常同意,有些同意,有些不同意,非常不同意	1,2,3,4
radio	当我真的很开心时，我经常发现自己处于正常情况下不会感到舒适的情境中。	1	6	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	在做决定之前，我会考虑所有的优点和缺点。	1	6	非常同意,有些同意,有些不同意,非常不同意	1,2,3,4
radio	我会享受快速驾驶。	1	6	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	当我非常开心时，我觉得屈服于渴望或过度放纵是可以的。	1	6	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	有时我会做一些冲动的事情，后来对此后悔。	1	6	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	我对自己在心情很好时做的事情感到惊讶。	1	6	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
instruction	恭喜您完成了这个问卷调查！请点击<strong>结束</strong>继续。	0	7		
